노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288000501,612번_노선수정(12월9일),69093,113,288001545,288000448,2025-09-01
288000502,614번_노선수정(12월9일),80566,135,288000448,288001545,2025-09-01
288000503,171_노선수정(12월10일),31642,77,288000489,288000498,2025-09-01
288000504,172_노선수정(12월10일),34918,82,288000489,288000498,2025-09-01
288000506,700_노선수정(12월22일),51692,100,288000489,288000498,2025-09-01
288000175,마중10,1665,9,288010485,288010484,2025-09-01
288000176,마중10,1615,8,288010485,288010484,2025-09-01
288000177,350,33095,64,288010167,288010168,2025-09-01
288000178,320,52932,109,288010167,288010168,2025-09-01
288000179,320,52932,228,288010167,288010168,2025-09-01
288000180,320,52932,111,288010167,288010168,2025-09-01
288000181,마중2번 150302,6555,42,288001541,288010038,2025-09-01
288000189,마중16,18962,32,288000059,288000058,2025-09-01
288000190,401,59596,103,288000448,288001545,2025-09-01
288000191,970,65484,149,288000489,288000498,2025-09-01
288000192,,65484,149,288000489,288000498,2025-09-01
288000193,980,78267,156,288000489,288000498,2025-09-01
288000194,981,29769,73,288001547,288001055,2025-09-01
288000195,990,58608,149,288002127,288002128,2025-09-01
288000196,900,25352,116,288001496,285000687,2025-09-01
288000197,910,26722,116,288001496,285000687,2025-09-01
288000198,920,25554,111,288001496,285000685,2025-09-01
288000199,마중12,21228,30,288000636,288000635,2025-09-01
288000200,970,65287,148,288000489,288000498,2025-09-01
288000201,400,19454,44,288000377,288000378,2025-09-01
288000202,400,19454,44,288000377,288000378,2025-09-01
288000203,마중18,29469,45,288010440,288010440,2025-09-01
288000212,970,65463,149,288000489,288000498,2025-09-01
288000231,614,29530,97,288001588,288000732,2025-09-01
288000232,900상,24480,111,285000687,288001496,2025-09-01
288000233,900하,25452,118,288001496,285000687,2025-09-01
288000234,614,29530,96,288001588,288000732,2025-09-01
288000235,910상,25949,113,285000687,288001496,2025-09-01
288000236,910하,26733,118,288001496,285000687,2025-09-01
288000237,900하,25452,118,288001496,285000687,2025-09-01
288000238,910상,25949,113,285000687,288001496,2025-09-01
288000239,910하,26733,118,288001496,285000687,2025-09-01
288000240,920상,27049,122,285000685,288001496,2025-09-01
288000241,920하,25565,113,288001496,285000685,2025-09-01
288000242,172,34918,82,288000489,288000498,2025-09-01
288000243,980,78267,157,288000489,288000498,2025-09-01
288000244,900,25452,119,288001496,285000687,2025-09-01
288000245,910하,26733,119,288001496,285000687,2025-09-01
288000246,901하,21679,98,288000762,285000687,2025-09-01
288000247,911하,20077,97,288000762,285000687,2025-09-01
288000248,920.하,25565,114,288001496,285000685,2025-09-01
288000249,921하,20295,91,288000762,285000685,2025-09-01
288000250,931하,18642,88,288000762,285000685,2025-09-01
288000251,441,45751,91,288010167,288010168,2025-09-01
288000252,마중7,27020,46,288010057,288010413,2025-09-01
288000253,410,58000,105,288010167,288010168,2025-09-01
288000254,510,77672,127,288010468,288010468,2025-09-01
288000255,511,57364,89,288010468,288010468,2025-09-01
288000256,512,82803,133,288010468,288010468,2025-09-01
288000257,530,89180,139,288010468,288010468,2025-09-01
288000258,531,69577,99,288010468,288010468,2025-09-01
288000259,540,81073,132,288010468,288010468,2025-09-01
288000260,541,31239,98,288001156,288010468,2025-09-01
288000261,600,66069,94,288001472,288001473,2025-09-01
288000262,601,68712,98,288001468,288001469,2025-09-01
288000263,610,70906,117,288001545,288000448,2025-09-01
288000264,611,82620,130,288000448,288001545,2025-09-01
288000265,612,41327,130,288000448,288001588,2025-09-01
288000266,613,67626,110,288001545,288000448,2025-09-01
288000267,620,54362,72,288000729,288000732,2025-09-01
288000268,621,51498,71,288000729,288000732,2025-09-01
288000269,622,53684,72,288000729,288000732,2025-09-01
288000270,630,44153,62,288000729,288000732,2025-09-01
288000271,640,53917,77,288000729,288000732,2025-09-01
288000272,640,53833,78,288000729,288000732,2025-09-01
288000273,710,38207,92,288000489,288000498,2025-09-01
288000274,711,38493,76,288000489,288000498,2025-09-01
288000302,900상,24572,112,285000687,288001496,2025-09-01
288000303,900하,25473,120,288001496,285000687,2025-09-01
288000304,901상,20534,93,285000687,288000715,2025-09-01
288000305,901하,21679,99,288000762,285000687,2025-09-01
288000306,910상,26020,114,285000687,288001496,2025-09-01
288000307,910하,26733,120,288001496,285000687,2025-09-01
288000308,911상,19151,91,285000687,288000715,2025-09-01
288000309,911하,20098,98,288000762,285000687,2025-09-01
288000310,920상,27120,123,285000685,288001496,2025-09-01
288000311,920하,25565,115,288001496,285000685,2025-09-01
288000312,921상,21625,102,285000685,288000715,2025-09-01
288000313,921하,20295,92,288000762,285000685,2025-09-01
288000314,930,20669,119,285000687,288000351,2025-09-01
288000315,931상,20583,94,285000687,288000715,2025-09-01
288000316,931하,18663,89,288000762,285000685,2025-09-01
288000317,810,31098,80,288000762,288000715,2025-09-01
288000318,820,35326,83,288000762,288000715,2025-09-01
288000319,830,24476,58,288000762,288000715,2025-09-01
288000360,100번(개편),26872,61,288000489,288000498,2025-09-01
288000359,순환3,22958,88,288000131,285001693,2025-09-01
288000361,230(개편),29667,41,288001438,285000095,2025-09-01
288000362,503번(개편),49127,94,288010385,288010483,2025-09-01
288000363,600번(개편),73376,106,288001472,288001473,2025-09-01
288000364,613번(개편),58442,92,288001545,288000448,2025-09-01
288000365,610(개편),63088,102,288001545,288000448,2025-09-01
288000366,991(개편),39895,100,288002127,288002128,2025-09-01
288000391,마중 3번(개편),12673,38,288000931,288010003,2025-09-01
288000392,304번 (개편),8331,45,288002143,288000351,2025-09-01
288000393,151번 (개편),10719,48,288000894,288000715,2025-09-01
288000395,마중 50번 1017,23728,27,288001161,288001162,2025-09-01
288000396,마중 54번 1017,43481,52,288000612,288000637,2025-09-01
288000397,순환5 1017,34014,60,288001673,288001632,2025-09-01
288000398,순환4번 1017,21858,90,288000131,285001693,2025-09-01
288000399,순환3 1017,22958,89,288000131,285001693,2025-09-01
288000400,마중52 1017,33801,38,288000612,288000637,2025-09-01
288000401,53,36326,42,288000612,288000637,2025-09-01
288000402,777 1018,47423,70,288001074,288001054,2025-09-01
288000403,순환3 1018,22958,90,288000131,285001693,2025-09-01
288000404,순환4,21858,91,288000131,285001693,2025-09-01
288000405,순환5,34014,61,288001673,288001632,2025-09-01
288000413,순환5번,33912,63,288001673,288001632,2025-09-01
288000424,701,54192,114,288000489,288000498,2025-09-01
288000425,777,49763,79,288001074,288001054,2025-09-01
288000426,700,51692,99,288000489,288000498,2025-09-01
288000427,701,55241,118,288000489,288000498,2025-09-01
288000428,순환3,22958,89,288000131,285001693,2025-09-01
288000429,순환5,33912,63,288001673,288001632,2025-09-01
288000442,200,28229,55,288001156,288001155,2025-09-01
288000443,503,52003,94,288010385,288010483,2025-09-01
288000453,777,49657,74,288001074,288001054,2025-09-01
288000454,마중2,7809,37,288001541,288010038,2025-09-01
288000470,201(21일),30847,53,288001156,288001155,2025-09-01
288000471,230 (수정_21일),29846,36,288001994,288001993,2025-09-01
288000626,순환5번_노선수정(3월22일),33890,67,288001673,288001632,2025-09-01
288000630,710,27808,62,288000729,288000732,2025-09-01
288000631,11번,40324,57,288001942,288001943,2025-09-01
288000716,900_160531,25460,121,288001496,285000686,2025-09-01
288000717,900_160531,24386,114,285000686,288001496,2025-09-01
288000718,910_160531,26271,120,288001496,285000686,2025-09-01
288000719,910_160531,25843,115,285000686,288001496,2025-09-01
288000720,920_160531,25386,116,288001496,285000685,2025-09-01
288000721,920_160531,26943,125,285000685,288001496,2025-09-01
288000722,660_05월31일,4492,24,288000958,288000761,2025-09-01
288000723,700_05월31일,51323,98,288000489,288000498,2025-09-01
288000724,701_05월31일,54872,104,288000489,288000498,2025-09-01
288000725,970_05월31일,64825,149,288000489,288000498,2025-09-01
288000726,971_05월31일,68331,152,288000489,288000498,2025-09-01
288000728,650_06월10일,27767,53,288000489,288000498,2025-09-01
288000731,16번_7월1일개편,49293,77,288000762,288000715,2025-09-01
288000755,16_7월2일,16590,84,288000762,288000431,2025-09-01
288000756,16-1_7월2일,35931,120,288000448,288001545,2025-09-01
288000781,16번_07월19일,49368,76,288000761,288000715,2025-09-01
288000782,16-1번_07월19일,59968,84,288000761,288000715,2025-09-01
288000806,22번_7월26일,45400,68,288000761,288000715,2025-09-01
288000900,순환3번_10월06일,22985,92,288000131,285001693,2025-09-01
288000922,402번_10월28일,45061,92,288000448,288001545,2025-09-01
288000955,51번_11월28일,11157,20,288001156,288001155,2025-09-01
288000959,53-2번_12월02일,30807,47,288000612,288000635,2025-09-01
288000960,63-1번_12월02일,59685,98,288000715,288010624,2025-09-01
288000995,50번_02월18일적용,19537,41,288001156,288001155,2025-09-01
288000997,33번(임시운행)_03월11일적용,8539,51,288001947,288001947,2025-09-01
288000998,64번_03월10일,67016,102,288000715,288010624,2025-09-01
285000023,태헌장미아파트 방면,14852,69,285010014,288001094,2025-09-01
285000022,종합터미널 방면,13767,1,288001091,285010014,2025-09-01
288001039,20170412_777 노선정류장수정,49361,78,288001074,288001054,2025-09-01
288001040,20170412_990번정류장수정,58304,150,288002127,288002128,2025-09-01
288001041,20170412_991노선정류장수정,44998,107,288002127,288002128,2025-09-01
288001042,20170412_순환3정류장수정,22297,95,288000131,285001693,2025-09-01
288001047,17-1번_05월12일,43151,67,288000761,288010624,2025-09-01
288001057,900번_07월05일,58094,150,288002127,288002128,2025-09-01
288001058,920번_현충_천종_0705,25249,116,288001496,285010014,2025-09-01
288001059,920_천종_현충_0705,26884,128,285010014,288001496,2025-09-01
288001060,931_현충_천종_0705,18868,89,288000762,285010125,2025-09-01
288001061,921_아터_천터_0705,20206,92,288000762,285010014,2025-09-01
288001062,921_천터_아터_0705,21566,101,285010014,288000715,2025-09-01
288001068,404번노선 신설,35931,119,288000448,288001545,2025-09-01
288001069,170번 노선 수정,26775,67,288000489,288000498,2025-09-01
288001070,778 노선 신설,66714,184,288000489,288000498,2025-09-01
288001071,778 노선 신설,25668,68,288010658,288010659,2025-09-01
288001075,81번 신규,24381,66,288000960,288000964,2025-09-01
288001076,80번 수정,27280,66,288000960,288000964,2025-09-01
288001156,순환5_0914 정류장 추가,33127,70,288001673,288001632,2025-09-01
288001174,0919_65번 보건소수정,60563,91,288000715,288010624,2025-09-01
288001175,0919_45번 노선수정,29292,100,288010674,288010624,2025-09-01
288001176,0919_991 버스정류장수정,46386,115,288010663,288010664,2025-09-01
288001177,0919_400번 정류장수정,21510,54,288010167,288010168,2025-09-01
288001178,0919_402번 정류장수정,45037,95,288000448,288001545,2025-09-01
288001179,0919_403번 정류장수정,37551,101,288000448,288001545,2025-09-01
288001180,0919_340번 정류장수정,19639,63,288000351,288010624,2025-09-01
288001181,0919_500 정류장수정,56811,119,288010468,288010468,2025-09-01
288001182,0919_501 정류장수정,67690,133,288010468,288010468,2025-09-01
288001183,0919_502 정류장수정,43189,86,288001156,288001155,2025-09-01
288001184,0919_510 정류장수정,75669,129,288010468,288010468,2025-09-01
288001185,0919_511 정류장수정,59239,92,288010468,288010468,2025-09-01
288001186,0919_512 정류장수정,81115,138,288010468,288010468,2025-09-01
285000325,차암2통 방면,,57,285000686,285001004,2025-09-01
285000326,종합터미널 방면,,24,285010148,285010125,2025-09-01
288001194,0921_778 노선수정,32238,67,288002022,288002022,2025-09-01
288001216,300번_9월27일,26182,89,288000761,288010624,2025-09-01
288001217,9월27일_41-1,52823,101,288000715,288010624,2025-09-01
288001238,1107_42번 정류장 노선 수정,69007,132,288000715,288010624,2025-09-01
288001239,1107_42-1번 정류장 노선수정,70231,135,288000715,288010624,2025-09-01
288001240,1107_45번 정류장 노선 수정,29264,103,288010674,288010624,2025-09-01
288001242,1117_85 회차지 수정,28675,39,288001959,288001958,2025-09-01
288001241,,13195,54,285000640,285071625,2025-09-01
288001243,1117_810 노선수정,40104,95,288000762,288000715,2025-09-01
288001275,1124_54번 정류장추가,44138,59,288000612,288001979,2025-09-01
288001276,1124_54-1번 정류장추가,46708,61,288000612,288001979,2025-09-01
288001277,1124_64번 정류장추가,66711,104,288000715,288010624,2025-09-01
288001278,1124_64-1번 정류장추가,69281,102,288000715,288010624,2025-09-01
288001294,0108_503 링크수정,65649,118,288010385,288010483,2025-09-01
288001295,0108_404 링크수정,35319,120,288000448,288001545,2025-09-01
288001296,0108_403 링크수정,37360,103,288000448,288001545,2025-09-01
288001297,0108_402 링크수정,44846,96,288000448,288001545,2025-09-01
288001298,0108_303 링크수정,16681,81,288001480,288000752,2025-09-01
288001299,0108_2 링크수정,7649,43,288001541,288010038,2025-09-01
288001300,0108_151 링크수정,10533,53,288000894,288000715,2025-09-01
288001301,0108_1 링크수정,7474,45,288010039,288000752,2025-09-01
288001302,0111_300번 0201 노선개편,28069,99,288010167,288010168,2025-09-01
288001303,0111_301번 0201 노선개편,29810,104,288010167,288010168,2025-09-01
288001304,0111_302번 0201 노선개편,33196,104,288010167,288010168,2025-09-01
288001305,0111_304번 0201 노선개편,8452,47,288001497,288010168,2025-09-01
288001306,0111_310번 0201 노선개편,39458,110,288010167,288010168,2025-09-01
288001307,0111_311번 0201 노선개편,47945,134,288010167,288010168,2025-09-01
288001308,0111_320번 0201 노선개편,53084,133,288010167,288010168,2025-09-01
288001309,0111_321번 0201 노선개편,50083,125,288010167,288010168,2025-09-01
288001310,0111_350번 0201 노선개편,33340,65,288010167,288010168,2025-09-01
288001311,0111_351번 0201 노선개편,19927,51,288010167,288010168,2025-09-01
288001312,0111_352번 0201 노선개편,33454,74,288010167,288010168,2025-09-01
288001320,41번_1월19일,46641,87,288000761,288010624,2025-09-01
288001321,41-1번_1월20일,49750,98,288000761,288010624,2025-09-01
288001322,42번_1월19일,65891,128,288000761,288010624,2025-09-01
288001323,42-1번_1월19일,67115,131,288000761,288010624,2025-09-01
288001324,43번_1월19일,65748,130,288000761,288010624,2025-09-01
288000592,700,51609,98,288000489,288000498,2025-09-01
288000593,701,55158,104,288000489,288000498,2025-09-01
288000594,777,49699,77,288001074,288001054,2025-09-01
288000595,620,54298,73,288000729,288000732,2025-09-01
288000596,621,51434,73,288000729,288000732,2025-09-01
288000597,622,53620,73,288000729,288000732,2025-09-01
288000623,순화5번_노선수정(3월18일),33890,67,288001673,288001632,2025-09-01
288000618,990번_노선수정(3월14일),58965,150,288002127,288002128,2025-09-01
288000624,350,31539,52,288000761,288000715,2025-09-01
288000625,352,32506,60,288000761,288000715,2025-09-01
288000627,990번_노선수정(3월23일),58738,150,288002127,288002128,2025-09-01
288000628,350번_노선수정(3월23일),31529,52,288000761,288000715,2025-09-01
